SEQENCE ID                     TM SP PREDICTION
A0A5P8YEV1                      0  0 o
A0A5P8YEV4                      0  0 o
A0A5P8YEW0                      6  0 i12-29o35-56i68-91o111-129i150-171o195-222i
A0A5P8YEW4                      0  Y n4-15c20/21o
A0A5P8YEX2                      0  0 o
A0A5P8YEY2                      6  0 i12-33o65-91i103-125o151-178i199-221o255-281i
A0A5P8YEY9                     10  0 i9-34o40-60i72-91o97-120i127-146o152-172i184-203o215-236i248-267o273-293i
A0A5P8YEZ9                      4  0 o6-22i43-64o70-92i104-122o
A0A5P8YF09                      0  Y n5-16c20/21o
A0A5P8YF14                      0  0 o
A0A5P8YF25                      0  0 o
A0A5P8YF28                      0  0 o
A0A5P8YF41                      0  0 o
A0A5P8YF51                      0  Y n6-17c21/22o
A0A5P8YF55                      0  0 i
A0A5P8YF56                      0  0 o
A0A5P8YF58                      0  0 o
A0A5P8YF92                      1  0 o6-23i
A0A5P8YF98                      0  0 o
A0A5P8YF99                      0  0 o
A0A5P8YFA6                      0  0 o
A0A5P8YFB6                      2  0 i102-122o128-148i
A0A5P8YFB9                      0  0 o
A0A5P8YFC2                      0  Y n4-15c23/24o
A0A5P8YFC6                      0  0 o
A0A5P8YFD1                      0  0 o
A0A5P8YFE6                     12  0 i25-43o63-82i94-114o120-141i153-176o188-208i253-274o286-307i319-338o344-364i376-398o410-431i
A0A5P8YFE7                      0  0 o
A0A5P8YFF1                      0  0 o
A0A5P8YFG0                      0  0 o
A0A5P8YFG1                      4  0 o6-29i50-69o75-93i105-123o
A0A5P8YFH1                      0  0 o
A0A5P8YFH2                     12  0 i21-40o46-62i98-121o127-147i154-175o198-219i240-261o281-299i331-352o358-379i400-421o427-446i
A0A5P8YFH8                      0  Y n4-14c19/20o
A0A5P8YFI2                      0  0 o
A0A5P8YFJ1                      0  0 o
A0A5P8YFM9                      0  0 o
A0A5P8YFN4                      0  Y n4-15c20/21o
A0A5P8YFP7                      0  0 o
A0A5P8YFQ6                      0  Y n4-14c18/19o
A0A5P8YFS9                      2  Y n2-10c14/15o24-41i62-83o
A0A5P8YFV1                      0  Y n5-15c19/20o
A0A5P8YFV9                      5  Y n9-22c27/28o82-102i114-140o175-193i245-263o283-305i
A0A5P8YFW7                      9  0 i12-32o38-54i66-87o162-181i202-222o228-248i255-273o279-297i309-338o
A0A5P8YG00                     10  0 i21-41o53-73i80-100o106-126i133-154o174-199i230-248o260-277i284-302o308-328i
A0A5P8YG05                      0  0 o
A0A5P8YG14                      0  Y n14-25c34/35o
A0A5P8YG25                     10  0 i43-63o75-93i100-117o123-145i152-171o191-212i243-261o273-290i297-316o322-341i
A0A5P8YG30                      0  0 o
A0A5P8YG32                      3  0 o6-23i274-296o302-323i
A0A5P8YG44                      0  0 o
A0A5P8YG50                      0  Y n21-29c36/37o
A0A5P8YG55                      1  0 o30-50i
A0A5P8YG76                      1  0 i7-25o
A0A5P8YG78                      0  0 o
A0A5P8YG83                      0  0 o
A0A5P8YG95                      2  0 o6-23i30-50o
A0A5P8YG97                      0  0 o
A0A5P8YGB6                      0  0 o
A0A5P8YGB8                      0  0 i
A0A5P8YGC9                      1  0 i25-45o
A0A5P8YGE1                      0  0 o
A0A5P8YGE8                      6  0 o12-32i52-75o81-99i120-141o147-168i189-210o
A0A5P8YGH4                      0  0 o
A0A5P8YGI6                      1  0 i43-62o
A0A5P8YGJ7                      1  0 o6-29i
A0A5P8YGJ8                      0  0 o
A0A5P8YGJ9                     10  0 i12-45o51-67i224-251o263-283i295-316o336-355i375-395o401-423i430-447o453-474i
A0A5P8YGK5                      1  0 o55-75i
A0A5P8YGL2                      0  0 o
A0A5P8YGM3                      0  Y n20-31c39/40o
A0A5P8YGN4                      0  0 i
A0A5P8YGN6                      0  0 o
A0A5P8YGP4                      0  Y n5-15c20/21o
A0A5P8YGP5                      0  0 o
A0A5P8YGQ4                      0  0 o
A0A5P8YGQ6                      0  0 o
A0A5P8YGQ9                      0  0 o
A0A5P8YGS9                      1  Y n7-18c26/27o189-212i
A0A5P8YGT0                      0  0 o
A0A5P8YGT7                      2  0 i37-55o61-80i
A0A5P8YGU1                      0  0 o
A0A5P8YGU9                     12  0 i21-48o60-80i89-107o113-135i147-170o176-196i248-270o290-308i315-333o339-364i385-403o409-425i
A0A5P8YGV1                      8  0 i9-27o33-51i63-83o140-163i197-217o223-246i258-279o299-325i
A0A5P8YGV9                      0  Y n3-13c25/26o
A0A5P8YGX7                      0  Y n6-17c25/26o
A0A5P8YGX8                      0  Y n7-18c23/24o
A0A5P8YGY4                      0  0 i
A0A5P8YGY9                      0  0 o
A0A5P8YGZ4                      0  0 o
A0A5P8YH15                      0  0 o
A0A5P8YH44                      0  0 o
A0A5P8YH66                      0  0 o
A0A5P8YH68                      0  0 o
A0A5P8YH73                      0  0 o
A0A5P8YHA5                      0  0 o
A0A5P8YHB2                      0  Y n8-18c22/23o
A0A5P8YHB7                      0  Y n8-19c23/24o
A0A5P8YHD0                      0  0 o
A0A5P8YHD9                      8  0 o6-27i39-61o81-98i105-124o144-162i169-190o202-223i230-254o
A0A5P8YHE4                      0  0 o
A0A5P8YHG3                      0  0 o
A0A5P8YHG6                      0  0 o
A0A5P8YHG9                      0  0 o
A0A5P8YHH5                      0  Y n5-16c20/21o
A0A5P8YHH6                      0  Y n11-22c27/28o
A0A5P8YHH9                      0  0 o
A0A5P8YHI6                      0  Y n7-17c21/22o
A0A5P8YHJ5                      0  Y n4-15c24/25o
A0A5P8YHJ6                      0  Y n20-31c37/38o
A0A5P8YHJ8                     12  0 i15-37o70-92i104-124o144-168i206-227o252-272i303-330o365-385i406-427o464-487i508-528o548-581i
A0A5P8YHK0                      0  0 o
A0A5P8YHL4                      0  Y n11-18c22/23o
A0A5P8YHL7                     13  0 o5-20i40-60o72-98i119-138o158-176i188-207o233-250i271-294o314-345i365-382o388-411i418-438o458-477i
A0A5P8YHM1                      0  0 o
A0A5P8YHM2                      0  0 o
A0A5P8YHQ0                      0  Y n16-27c32/33o
A0A5P8YHQ4                      0  0 o
A0A5P8YHQ6                      1  0 o443-466i
A0A5P8YHR3                      2  0 o6-24i90-108o
A0A5P8YHR4                      0  0 o
A0A5P8YHS1                      0  Y n9-16c21/22o
A0A5P8YHS4                      0  0 o
A0A5P8YHS7                      0  Y n7-18c23/24o
A0A5P8YHT8                      0  Y n9-18c22/23o
A0A5P8YHU0                      0  0 o
A0A5P8YHV8                      0  0 o
A0A5P8YHX1                      2  0 i20-44o50-69i
A0A5P8YHX7                      1  Y n6-13c18/19o28-53i
A0A5P8YHX9                      0  0 o
A0A5P8YHZ7                      0  Y n12-24c29/30o
A0A5P8YI00                      0  Y n4-16c20/21o
A0A5P8YI02                      0  Y n7-18c26/27o
A0A5P8YI11                      1  0 o12-32i
A0A5P8YI30                      0  Y n4-12c17/18o
A0A5P8YI39                      5  0 o6-22i27-49o61-81i163-184o196-215i
A0A5P8YI53                      0  0 o
A0A5P8YI55                      0  0 o
A0A5P8YI66                      0  Y n10-21c26/27o
A0A5P8YI71                      0  0 o
A0A5P8YI80                      0  0 o
A0A5P8YI89                      0  Y n6-14c22/23o
A0A5P8YIB4                      8  0 i37-60o206-228i235-252o258-277i289-310o316-337i344-365o385-408i
A0A5P8YIB8                      0  0 o
A0A5P8YID1                      0  0 i
A0A5P8YIE8                      0  0 i
A0A5P8YIF0                      0  0 o
A0A5P8YIF1                      0  Y n4-14c19/20o
A0A5P8YIF5                      0  0 o
A0A5P8YIH7                      0  0 o
A0A5P8YII1                      0  0 o
A0A5P8YII2                      1  0 o6-24i
A0A5P8YII7                      0  0 o
A0A5P8YIJ3                      0  0 i
A0A5P8YIK7                      0  Y n10-20c25/26o
A0A5P8YIL0                      0  0 o
A0A5P8YIL6                      0  0 o
A0A5P8YIM8                      0  0 o
A0A5P8YIN8                      0  0 o
A0A5P8YIP8                      0  0 o
A0A5P8YIQ4                      0  0 o
A0A5P8YIR2                      0  0 i
A0A5P8YIR3                      0  0 i
A0A5P8YIR8                      0  0 i
A0A5P8YIS2                      4  0 i12-29o44-62i88-107o139-161i
A0A5P8YIU0                      5  0 o20-45i66-83o89-109i147-170o190-209i
A0A5P8YIU7                      0  0 o
A0A5P8YIV5                      0  0 o
A0A5P8YIW5                      0  0 o
A0A5P8YIX7                      0  0 o
A0A5P8YIY8                      0  0 o
A0A5P8YJ08                      0  0 o
A0A5P8YJ09                      0  0 o
A0A5P8YJ11                      0  0 o
A0A5P8YJ16                      0  0 i
A0A5P8YJ28                      0  0 o
A0A5P8YJ33                      0  0 o
A0A5P8YJ34                      0  0 o
A0A5P8YJ35                      0  Y n7-18c26/27o
A0A5P8YJ38                     11  0 o22-48i60-82o102-128i149-173o179-199i224-242o262-281i293-312o318-339i351-374o380-401i
A0A5P8YJ66                      1  0 i23-44o
A0A5P8YJ78                      0  0 o
A0A5P8YJ86                      0  0 o
A0A5P8YJA1                      0  0 o
A0A5P8YJA2                      0  0 o
A0A5P8YJA7                      6  0 i7-29o67-91i103-124o136-157i178-203o240-258i
A0A5P8YJB9                      0  0 o
A0A5P8YJC8                      0  0 o
A0A5P8YJD0                      0  0 o
A0A5P8YJD4                      1  0 o20-40i
A0A5P8YJE2                      5  0 o6-24i36-59o71-89i94-111o123-151i
A0A5P8YJE4                      0  0 i
A0A5P8YJF9                      0  Y n3-14c22/23o
A0A5P8YJH0                      0  0 i
A0A5P8YJH4                      0  Y n19-30c37/38o
A0A5P8YJH6                      0  Y n7-19c31/32o
A0A5P8YJI1                     10  0 i21-41o53-74i81-98o110-133i145-164o184-205i234-256o262-283i290-309o315-335i
A0A5P8YJJ3                      6  0 i22-43o49-69i76-97o103-124i136-155o161-186i
A0A5P8YJK9                      8  Y n18-29c33/34o57-81i93-114o134-152i164-182o188-208i220-238o244-266i373-396o
A0A5P8YJL4                      0  0 i
A0A5P8YJN9                     12  0 i40-63o83-103i115-136o142-165i177-200o212-231i267-292o304-325i332-349o361-381i393-416o422-441i
A0A5P8YJP5                      0  Y n15-26c30/31o
A0A5P8YJP7                      0  0 o
A0A5P8YJS7                      0  0 o
A0A5P8YJT2                      0  Y n10-21c25/26o
A0A5P8YJU6                      0  0 o
A0A5P8YJW0                      0  0 o
A0A5P8YJX1                      0  Y n5-14c19/20o
A0A5P8YJX7                      0  Y n3-10c18/19o
A0A5P8YJY0                      0  Y n6-16c21/22o
A0A5P8YJZ8                      0  0 o
A0A5P8YK02                      0  Y n7-14c22/23o
A0A5P8YK04                      0  0 o
A0A5P8YK11                      0  Y n4-17c21/22o
A0A5P8YK13                      0  Y n3-14c18/19o
A0A5P8YK30                      0  0 o
A0A5P8YK55                      0  0 o
A0A5P8YK58                     13  0 i31-51o57-76i83-103o109-131i143-167o173-197i204-222o258-281i301-323o335-352i359-379o391-418i430-450o
A0A5P8YK66                      0  0 o
A0A5P8YK70                      0  0 i
A0A5P8YK72                      0  0 o
A0A5P8YK82                      0  0 o
A0A5P8YKB0                      0  0 o
A0A5P8YKF6                     11  0 i7-23o29-47i59-79o99-132i139-157o177-196i229-250o256-280i301-319o331-352i427-446o
A0A5P8YKG2                      3  0 i16-43o49-71i179-197o
A0A5P8YKG7                      0  0 o
A0A5P8YKH6                      0  0 o
A0A5P8YKH8                      0  0 o
A0A5P8YKI2                      3  0 i20-42o54-81i93-112o
A0A5P8YKK9                      0  0 o
A0A5P8YKL2                      0  Y n23-36c41/42o
A0A5P8YKL3                      0  0 o
A0A5P8YKL4                      0  0 i
A0A5P8YKN2                      6  0 i25-47o59-80i101-125o153-172i184-206o226-248i
A0A5P8YKP0                      0  Y n16-27c31/32o
A0A5P8YKQ1                      0  0 o
A0A5P8YKT8                      1  0 o12-31i
A0A5P8YKW3                     12  0 i42-61o67-84i96-117o129-152i159-180o192-211i218-239o259-279i349-371o377-395i407-426o438-457i
A0A5P8YKW5                      0  Y n8-18c23/24o
A0A5P8YKW6                      1  0 o203-224i
A0A5P8YKX2                      0  Y n6-17c22/23o
A0A5P8YL23                      0  0 o
A0A5P8YL62                      6  0 i12-31o37-56i63-85o97-116i123-143o149-169i
A0A5P8YL67                      0  0 o
A0A5P8YL72                      0  Y n6-17c22/23o
A0A5P8YL83                      0  0 o
A0A5P8YL91                      2  Y n4-12c17/18o27-47i78-104o
A0A5P8YL93                      0  0 o
A0A5P8YLA4                      0  Y n3-14c19/20o
A0A5P8YLB3                      1  Y n10-17c21/22o31-51i
A0A5P8YLB5                      0  0 o
A0A5P8YLF7                      1  0 o6-26i
A0A5P8YLF8                      2  0 i12-32o44-65i
A0A5P8YLG6                      0  0 o
A0A5P8YLG7                      0  Y n4-15c25/26o
A0A5P8YLJ2                      0  Y n4-14c19/20o
A0A5P8YLJ3                      6  0 o12-31i43-62o82-103i124-152o172-197i209-234o
A0A5P8YLK3                      1  Y n3-14c19/20o47-68i
A0A5P8YLK6                      0  0 o
A0A5P8YLL5                      6  0 o6-27i39-63o69-91i112-138o150-173i185-203o
A0A5P8YLL8                      0  0 o
A0A5P8YLQ8                      0  0 o
A0A5P8YLS5                      0  0 o
A0A5P8YLW3                      6  0 i32-50o96-118i130-149o155-174i195-216o245-265i
A0A5P8YLX5                      0  0 o
A0A5P8YM01                      0  Y n4-15c21/22o
A0A5P8YM06                      0  0 i
A0A5P8YM29                      0  0 o
A0A5P8YM38                      0  Y n18-28c36/37o
A0A5P8YM46                      0  0 i
A0A5P8YM93                      4  0 i19-38o44-62i74-92o104-122i
A0A5P8YM96                      0  0 o
A0A5P8YMA6                      2  Y n8-19c23/24o47-68i80-102o
A0A5P8YMB1                      0  0 o
A0A5P8YMD4                      0  Y n8-26c31/32o
A0A5P8YMJ0                     13  Y n9-20c26/27o50-70i77-100o106-123i135-157o163-182i194-213o225-243i263-284o296-317i329-347o353-373i393-416o428-449i
A0A5P8YMJ2                      0  0 i
A0A5P8YMK4                      0  0 o
A0A5P8YMM0                      0  Y n10-21c29/30o
A0A5P8YMP8                      0  0 i
A0A5P8YMR8                      0  Y n6-17c26/27o
A0A5P8YMT8                      0  0 o
A0A5P8YN47                      0  0 o
A0A5P8YNA1                      0  0 o
A0A5P8YNC3                      0  0 o
A0A5P8YNL1                      0  0 o
A0A6B3T8B5                      0  0 o
A0A6B3T8C1                      0  0 o
A0A6B3V616                      0  0 o
A0A6B3V8A6                      0  0 o
A0A6B3VB89                      0  0 o
A0A6M0NGU2                      1  0 i74-94o
A0A6M0NPF9                      0  0 o
A0A7Y8RBF6                      0  0 o
A0A7Y8RC16                      9  0 o20-41i61-82o94-121i133-153o173-191i203-229o249-270i282-302o314-335i
A0A7Y8RC55                      8  Y n19-30c34/35o58-76i83-101o113-137i144-162o182-204i231-252o272-301i313-330o
A0A7Y8RCW6                     11  Y n13-24c29/30o490-510i531-553o565-592i613-631o643-662i683-705o711-732i799-822o842-862i883-904o916-944i
A0A7Y8RD79                      5  0 i59-82o94-114i178-197o203-225i285-308o
A0A7Y8RDP6                      1  0 i73-91o
A0A7Y8RE30                      3  0 i30-49o61-79i86-109o
A0A7Y8RE47                      1  0 i12-35o
A0A7Y8RE48                      0  0 o
A0A7Y8REI5                      0  0 o
A0A7Y8RF16                      4  0 i12-34o54-71i83-103o123-141i
A0A7Y8RF71                      0  Y n12-23c27/28o
A0A7Y8RF98                      0  0 o
A0A7Y8RFL4                      0  0 o
A0A7Y8RFP1                      0  Y n13-24c31/32o
A0A7Y8RG06                     11  0 o6-23i35-53o73-94i106-128o188-207i238-256o262-286i298-317o337-360i372-391o397-417i
A0A7Y8RGM7                      1  0 i26-43o
A0A7Y8RGQ3                      0  0 i
A0A7Y8RHG9                      0  0 i
A0A7Y8RHN0                      0  0 i
A0A7Y8RHN7                     12  0 i41-63o69-87i108-126o132-153i174-196o208-229i258-280o292-312i321-341o347-373i394-417o429-448i
A0A7Y8RHW9                      0  0 o
A0A7Y8RIE4                      3  0 i12-37o49-68i89-108o
A0A7Y8RJ83                      0  0 o
A0A7Y8RJ92                      0  0 o
A0A7Y8RK55                      0  0 o
A0A7Y8UP48                      0  Y n3-16c34/35o
A0A7Y8UQU6                      0  0 o
A0A7Y8URY0                      0  0 o
A0A7Y8URZ8                     12  0 i21-44o50-70i82-100o106-126i138-156o168-188i219-240o252-273i282-300o306-329i341-365o371-390i
A0A7Y8US05                      0  Y n4-11c18/19o
A0A7Y8US86                      0  0 o
A0A7Y8USP3                      0  0 o
A0A7Y8UT32                      2  0 i32-52o64-84i
A0A7Y8UT37                      0  0 o
A0A7Y8UTN4                      0  0 o
A0A7Y8UU79                      0  Y n11-22c30/31o
A0A7Y8UVK4                      0  0 o
O30878                          0  0 i
O34279                          0  0 i
O68693                          1  0 i12-31o
O68694                          0  Y n4-17c25/26o
O68698                          3  0 i166-184o190-208i228-250o
O68699                          1  0 o128-152i
O68704                          0  0 o
O68706                          0  0 o
O68709                          0  0 i
O68712                          0  0 o
O68728                          0  0 o
O68729                          2  0 o581-603i610-628o
O68730                          0  0 o
O68731                          0  0 o
O68737                          0  0 o
O68743                          0  0 o
O68749                          0  0 o
O68753                          0  0 o
O68759                          0  0 o
O68768                          0  0 o
O68769                          0  0 o
O68771                          0  0 o
O68788                          0  0 o
O68791                          0  0 o
O68792                          0  0 o
P58431                          0  0 o
P58483                          0  0 o
P58722                          5  0 o6-24i211-229o235-255i349-369o661-683i
P69957                          0  0 o
P69961                          0  0 i
P74989                          2  0 i12-34o54-83i
Q0W9V7                          2  Y n5-16c20/21o36-55i62-81o
Q0W9V8                          0  0 o
Q0W9W7                          0  0 o
Q0W9X6                          0  0 o
Q0W9X7                          2  0 i48-67o79-99i
Q0W9Z6                          0  0 o
Q0W9Z7                          0  0 o
Q0W9Z9                          9  0 o6-30i51-68o80-98i105-127o139-162i183-201o221-254i266-287o293-312i
Q0WA21                          0  0 o
Q0WA27                          0  Y n8-19c24/25o
Q0WA31                          2  0 i7-29o684-708i
Q0WA92                          0  0 o
Q0WAA1                          4  0 i12-30o36-52i64-83o89-109i
Q0WAA5                          0  Y n5-16c21/22o
Q0WAC0                          0  0 o
Q0WAC1                          0  0 o
Q0WAC6                          0  0 o
Q0WAF6                         12  0 i21-37o43-62i99-121o127-148i160-179o199-221i242-261o273-301i333-355o361-383i404-425o431-450i
Q0WAH8                          6  0 o6-26i38-63o69-87i119-140o152-174i186-204o
Q0WAI2                          0  0 o
Q0WAI7                          0  Y n8-15c20/21o
Q0WAM0                          9  0 o12-29i41-59o71-91i103-127o133-156i177-199o205-223i235-255o261-280i
Q0WAM7                         15  0 o6-24i65-83o89-110i130-157o163-181i193-215o227-245i257-274o294-317i329-351o417-437i464-482o494-515i522-546o558-581i
Q0WAU8                          0  0 o
Q0WAU9                          0  0 o
Q0WAV2                          0  0 o
Q0WAV4                          0  0 o
Q0WAX8                          0  Y n3-12c16/17o
Q0WB34                          0  0 o
Q0WB39                          0  0 o
Q0WB40                          0  0 o
Q0WB43                          0  0 o
Q0WB53                          0  0 o
Q0WB59                          1  0 o277-298i
Q0WB60                          0  0 i
Q0WB92                          0  Y n3-14c21/22o
Q0WBD4                          0  Y n5-16c21/22o
Q0WBE5                          0  0 i
Q0WBG6                          0  Y n5-12c17/18o
Q0WBP2                          0  0 o
Q0WBQ2                          0  0 o
Q0WBV4                          0  0 o
Q0WBY3                         12  0 i7-29o35-57i69-90o96-119i131-152o158-177i203-224o236-256i268-286o292-313i325-349o355-374i
Q0WC16                          0  0 o
Q0WC24                          6  0 o28-47i54-73o79-99i143-166o178-196i208-237o
Q0WC27                          0  0 o
Q0WC30                          2  0 i21-41o47-65i
Q0WC31                          0  Y n8-19c24/25o
Q0WC34                          0  0 o
Q0WC38                          0  Y n16-26c31/32o
Q0WC39                          1  0 i52-73o
Q0WC68                          0  0 o
Q0WC83                         12  0 i20-36o42-61i97-120o126-144i156-178o198-220i241-260o280-300i332-352o358-379i400-423o429-447i
Q0WC85                          0  0 o
Q0WCA9                          0  0 o
Q0WCH9                          0  0 o
Q0WCI4                          3  0 o6-23i30-49o55-75i
Q0WCI5                          0  Y n4-15c19/20o
Q0WCI9                          0  0 o
Q0WCQ7                          0  0 o
Q0WCR7                          2  0 i9-31o151-172i
Q0WCV5                          0  Y n11-21c26/27o
Q0WCV8                          0  0 o
Q0WCV9                          2  Y n10-18c22/23o32-50i335-355o
Q0WCW0                          1  0 i201-218o
Q0WCX4                          0  Y n22-32c36/37o
Q0WCZ2                          0  Y n11-22c26/27o
Q0WD02                          0  Y n16-27c34/35o
Q0WD14                          0  0 o
Q0WD17                          0  0 o
Q0WD26                          1  0 i24-42o
Q0WD44                          0  0 o
Q0WD47                          0  0 o
Q0WD55                          0  0 o
Q0WD77                          0  0 o
Q0WD79                          0  0 o
Q0WD84                          0  0 o
Q0WD98                          0  0 o
Q0WDA4                          2  Y n3-14c19/20o35-61i73-95o
Q0WDB1                          0  0 o
Q0WDB7                          0  Y n9-19c24/25o
Q0WDG1                          0  0 o
Q0WDG6                          0  0 o
Q0WDH7                          2  0 i80-98o104-121i
Q0WDM7                          6  0 i12-30o72-94i106-127o133-153i188-214o234-253i
Q0WDM8                          5  Y n5-16c20/21o68-86i98-120o140-160i189-206o289-312i
Q0WDN3                          0  0 o
Q0WDN5                          0  0 o
Q0WDQ7                          0  0 o
Q0WDT8                          0  0 o
Q0WDV0                          0  0 o
Q0WDV5                          4  0 i12-31o79-98i110-133o153-174i
Q0WDZ2                         12  0 i12-30o50-69i85-104o110-131i143-167o173-193i231-252o272-296i308-327o333-353i374-393o399-417i
Q0WE12                          0  Y n7-18c22/23o
Q0WE17                          9  Y n10-21c33/34o43-64i76-93o99-117i124-141o147-167i179-202o208-227i239-259o265-285i
Q0WE34                          0  Y n49-68c72/73o
Q0WE37                          1  0 i67-95o
Q0WE38                          0  0 o
Q0WE55                          0  0 i
Q0WE58                          0  Y n41-52c61/62o
Q0WE71                          3  Y n2-9c13/14o29-48i69-86o92-112i
Q0WE78                          0  0 o
Q0WE88                          0  0 i
Q0WEC2                          0  0 o
Q0WEE4                          0  0 o
Q0WEF8                          0  0 i
Q0WEF9                          5  0 i29-49o69-92i104-123o129-152i164-191o
Q0WEG1                          0  0 o
Q0WEG6                          0  Y n4-15c20/21o
Q0WEJ3                          0  Y n7-22c27/28o
Q0WEK0                          0  0 o
Q0WEK7                          0  0 o
Q0WEK9                          0  0 o
Q0WEM9                          0  Y n4-14c18/19o
Q0WEN6                          0  0 o
Q0WEN7                          0  0 o
Q0WEP0                          0  0 o
Q0WEP1                          0  Y n4-12c18/19o
Q0WEP2                          1  0 i218-240o
Q0WEP3                          2  0 i20-42o62-88i
Q0WEP4                          2  0 i20-37o549-568i
Q0WEP5                          1  Y n18-29c36/37o60-84i
Q0WEP6                          1  0 o55-77i
Q0WEP7                          0  0 o
Q0WEP8                          0  0 o
Q0WEP9                          0  0 o
Q0WEQ0                          0  0 o
Q0WEQ1                          0  0 i
Q0WEQ5                         10  0 i46-71o83-103i115-134o140-162i174-199o205-223i254-275o281-301i313-332o338-363i
Q0WET2                         16  0 i7-27o33-52i93-112o118-138i158-183o189-209i221-245o257-277i284-301o321-341i362-385o464-482i510-529o541-566i573-593o640-663i
Q0WEU7                          0  0 o
Q0WEV5                          0  0 o
Q0WEW7                          0  Y n4-11c16/17o
Q0WEX3                          0  0 o
Q0WEY0                          0  0 o
Q0WF08                          0  Y n14-25c30/31o
Q0WF20                          0  Y n6-17c26/27o
Q0WF30                          0  0 o
Q0WF35                          1  0 o20-38i
Q0WF42                          0  0 o
Q0WF59                          1  0 o70-89i
Q0WF65                          0  0 o
Q0WF67                          0  0 o
Q0WF68                          0  0 o
Q0WF94                          0  0 o
Q0WFC1                          0  0 o
Q0WFC5                          0  Y n4-15c20/21o
Q0WFC6                          0  Y n8-17c22/23o
Q0WFE3                          0  0 o
Q0WFE8                          0  Y n4-15c23/24o
Q0WFF5                          0  Y n3-13c24/25o
Q0WFG0                          0  Y n7-16c21/22o
Q0WFG3                          2  0 i133-155o161-185i
Q0WFI2                          0  0 o
Q0WFL2                         12  0 i36-55o61-85i106-132o144-166i173-193o213-238i259-281o301-324i350-373o379-402i423-441o447-467i
Q0WFQ9                          0  0 o
Q0WFR1                          0  Y n7-18c22/23o
Q0WFR7                          0  0 o
Q0WFS3                          0  0 i
Q0WFT4                          0  Y n5-16c23/24o
Q0WFU5                          0  0 o
Q0WFX8                          9  Y n2-13c18/19o28-46i53-72o78-103i115-133o153-176i207-226o238-254i261-281o287-305i
Q0WFY1                         10  0 i21-41o61-79i86-104o110-135i142-160o180-202i231-252o258-278i290-312o318-337i
Q0WFZ9                          0  Y n9-20c24/25o
Q0WG65                          0  0 o
Q0WG83                          8  0 i88-106o138-163i184-202o214-232i288-314o334-362i383-402o414-432i
Q0WG84                          1  0 i20-39o
Q0WG92                          0  0 o
Q0WGA7                          1  0 i200-230o
Q0WGA9                          0  Y n7-12c16/17o
Q0WGB1                          0  0 o
Q0WGB4                          0  0 o
Q0WGC8                          0  0 o
Q0WGF9                          0  0 o
Q0WGL1                          1  0 o15-33i
Q0WGN5                          0  Y n24-35c40/41o
Q0WGN8                          9  0 o25-45i79-97o109-128i135-156o162-181i208-225o251-278i290-314o320-340i
Q0WGQ5                          0  Y n13-22c26/27o
Q0WGR8                         11  Y n5-16c23/24o39-58i70-90o96-115i127-149o161-179i204-222o234-255i267-284o290-309i321-342o354-371i
Q0WGS4                          1  0 i17-37o
Q0WGT2                          0  0 o
Q0WGT3                          1  0 i233-251o
Q0WGT5                          0  Y n2-13c19/20o
Q0WGT7                          0  0 o
Q0WGU6                          0  Y n4-15c20/21o
Q0WGV6                          0  0 o
Q0WGW1                          0  0 i
Q0WGW3                          0  0 o
Q0WGX8                          3  0 i7-33o69-90i102-123o
Q0WGX9                         12  0 i17-36o42-59i66-83o89-110i117-138o144-163i391-410o416-433i440-458o464-481i486-505o511-533i
Q0WH61                          0  Y n6-16c20/21o
Q0WH67                          9  Y n4-15c24/25o34-51i63-82o94-111i118-136o142-162i174-194o200-219i228-249o255-274i
Q0WH71                          4  0 i162-182o207-236i248-270o276-295i
Q0WH72                          0  Y n17-28c36/37o
Q0WH80                          6  0 i35-56o102-126i138-159o189-211i232-257o288-309i
Q0WHB7                         10  0 i26-47o59-79i86-102o108-128i135-156o176-197i228-248o260-277i284-301o307-326i
Q0WHB9                          0  Y n13-24c33/34o
Q0WHD5                          0  Y n14-24c28/29o
Q0WHD7                          0  Y n5-14c19/20o
Q0WHF0                          0  0 o
Q0WHH1                          0  0 o
Q0WHH5                          0  0 o
Q0WHI1                         11  0 o20-46i75-91o97-121i141-162o168-188i233-257o269-290i297-316o322-343i364-384o404-427i
Q0WHI2                          0  Y n9-19c27/28o
Q0WHK4                          0  0 o
Q0WHK7                          0  0 o
Q0WHK8                          0  0 o
Q0WHN1                         12  0 i18-37o57-75i95-117o145-168i196-221o233-255i267-289o309-331i343-361o399-425i446-466o472-490i
Q0WHP4                          0  0 o
Q0WHR7                          7  0 o22-40i45-65o71-88i109-134o159-178i185-202o208-226i
Q0WHU3                          0  0 o
Q0WHU7                          0  0 o
Q0WHV7                          1  0 o68-85i
Q0WHV8                          0  0 i
Q0WI06                          0  0 o
Q0WI29                          1  0 o27-45i
Q0WI30                          0  0 o
Q0WI40                          0  Y n4-19c27/28o
Q0WI51                          0  0 o
Q0WI60                          0  0 o
Q0WI61                          0  0 o
Q0WI62                          4  0 o6-26i38-58o64-81i88-109o
Q0WI65                          0  0 o
Q0WI71                          0  0 o
Q0WI72                          0  0 o
Q0WI73                          0  0 o
Q0WI78                          0  0 o
Q0WI79                          0  0 i
Q0WI81                          0  0 o
Q0WI83                          0  Y n5-16c21/22o
Q0WI85                          9  0 i34-55o75-108i115-136o142-162i182-204o235-253i265-283o289-306i318-334o
