# SignalP-5.0	Organism: euk	
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8D1E4	OTHER	0.077424	0.922576	
Q8Z9R8	OTHER	0.002708	0.997292	
Q8Z9R9	OTHER	0.008443	0.991557	
Q8Z9S5	OTHER	0.000144	0.999856	
Q8Z9U4	OTHER	0.000750	0.999250	
Q8Z9U5	OTHER	0.001876	0.998124	
Q8Z9U9	OTHER	0.000806	0.999194	
Q8Z9V5	OTHER	0.001953	0.998047	
Q8Z9V6	OTHER	0.003446	0.996554	
Q8Z9V7	OTHER	0.015702	0.984298	
Q8Z9W6	OTHER	0.017350	0.982650	
Q8Z9W7	OTHER	0.000519	0.999481	
Q8Z9X0	OTHER	0.002758	0.997242	
Q8Z9X7	OTHER	0.001102	0.998898	
Q8Z9Y0	OTHER	0.000393	0.999607	
Q8Z9Z1	OTHER	0.001832	0.998168	
Q8ZA28	OTHER	0.034608	0.965392	
Q8ZA46	OTHER	0.004529	0.995471	
Q8ZA49	OTHER	0.001080	0.998920	
Q8ZA50	SP(Sec/SPI)	0.547357	0.452643	CS pos: 20-21. NMA-RY. Pr: 0.2509
Q8ZA76	OTHER	0.001607	0.998393	
Q8ZA88	OTHER	0.001372	0.998628	
Q8ZAA7	OTHER	0.000421	0.999579	
Q8ZAF1	OTHER	0.001420	0.998580	
Q8ZAF2	OTHER	0.000460	0.999540	
Q8ZAL4	OTHER	0.001753	0.998247	
Q8ZAL8	OTHER	0.000621	0.999379	
Q8ZAM2	OTHER	0.478852	0.521148	
Q8ZAM3	OTHER	0.304890	0.695110	
Q8ZAN6	OTHER	0.001206	0.998794	
Q8ZAP0	OTHER	0.000712	0.999288	
Q8ZAP1	OTHER	0.009702	0.990298	
Q8ZAP2	OTHER	0.000508	0.999492	
Q8ZAP3	OTHER	0.000723	0.999277	
Q8ZAP4	OTHER	0.004516	0.995484	
Q8ZAP5	OTHER	0.000820	0.999180	
Q8ZAS3	OTHER	0.001253	0.998747	
Q8ZAU2	SP(Sec/SPI)	0.986601	0.013399	CS pos: 22-23. VMA-AS. Pr: 0.8196
Q8ZAU5	OTHER	0.000187	0.999813	
Q8ZAU8	OTHER	0.037252	0.962748	
Q8ZAU9	OTHER	0.036346	0.963654	
Q8ZAX6	OTHER	0.001270	0.998730	
Q8ZAX8	OTHER	0.001449	0.998551	
Q8ZB04	OTHER	0.008311	0.991689	
Q8ZB38	OTHER	0.000556	0.999444	
Q8ZB41	OTHER	0.002487	0.997513	
Q8ZB62	OTHER	0.000386	0.999614	
Q8ZB74	OTHER	0.002450	0.997550	
Q8ZB81	OTHER	0.001456	0.998544	
Q8ZB82	OTHER	0.002922	0.997078	
Q8ZB83	OTHER	0.001508	0.998492	
Q8ZB84	OTHER	0.001862	0.998138	
Q8ZB88	OTHER	0.005953	0.994047	
Q8ZB94	OTHER	0.002661	0.997339	
Q8ZBA2	OTHER	0.000917	0.999083	
Q8ZBA7	OTHER	0.000834	0.999166	
Q8ZBB3	OTHER	0.001154	0.998846	
Q8ZBC0	OTHER	0.001085	0.998915	
Q8ZBC3	OTHER	0.000441	0.999559	
Q8ZBC5	OTHER	0.000836	0.999164	
Q8ZBG8	OTHER	0.000869	0.999131	
Q8ZBH8	OTHER	0.000538	0.999462	
Q8ZBH9	OTHER	0.000127	0.999873	
Q8ZBL1	OTHER	0.001351	0.998649	
Q8ZBM5	OTHER	0.000576	0.999424	
Q8ZBP5	SP(Sec/SPI)	0.690659	0.309341	CS pos: 22-23. WLG-KN. Pr: 0.2386
Q8ZBP6	OTHER	0.015086	0.984914	
Q8ZBQ3	OTHER	0.000431	0.999569	
Q8ZBU2	OTHER	0.002645	0.997355	
Q8ZBU7	OTHER	0.000810	0.999190	
Q8ZBU8	OTHER	0.000365	0.999635	
Q8ZBV0	OTHER	0.000408	0.999592	
Q8ZBV2	OTHER	0.000689	0.999311	
Q8ZBZ0	OTHER	0.002878	0.997122	
Q8ZBZ3	OTHER	0.000598	0.999402	
Q8ZC09	OTHER	0.003143	0.996857	
Q8ZC18	OTHER	0.006299	0.993701	
Q8ZC31	OTHER	0.157721	0.842279	
Q8ZC32	OTHER	0.002706	0.997294	
Q8ZC39	OTHER	0.001208	0.998792	
Q8ZC42	OTHER	0.004675	0.995325	
Q8ZC47	OTHER	0.000907	0.999093	
Q8ZC52	OTHER	0.000372	0.999628	
Q8ZC86	OTHER	0.001476	0.998524	
Q8ZC96	OTHER	0.000955	0.999045	
Q8ZC97	OTHER	0.001686	0.998314	
Q8ZCC1	OTHER	0.010837	0.989163	
Q8ZCD2	OTHER	0.000972	0.999028	
Q8ZCD6	OTHER	0.387525	0.612475	
Q8ZCG8	OTHER	0.002484	0.997516	
Q8ZCH3	OTHER	0.001802	0.998198	
Q8ZCK2	OTHER	0.011642	0.988358	
Q8ZCP5	OTHER	0.001052	0.998948	
Q8ZCS3	OTHER	0.000670	0.999330	
Q8ZCS4	OTHER	0.003052	0.996948	
Q8ZCT6	OTHER	0.000404	0.999596	
Q8ZCT9	OTHER	0.001527	0.998473	
Q8ZCU2	OTHER	0.000678	0.999322	
Q8ZCV6	OTHER	0.000999	0.999001	
Q8ZCV9	OTHER	0.197940	0.802060	
Q8ZCW0	OTHER	0.163491	0.836509	
Q8ZCW1	OTHER	0.025004	0.974996	
Q8ZD12	OTHER	0.000389	0.999611	
Q8ZD43	OTHER	0.000456	0.999544	
Q8ZD70	OTHER	0.000558	0.999442	
Q8ZD84	OTHER	0.001813	0.998187	
Q8ZD85	OTHER	0.001054	0.998946	
Q8ZD89	OTHER	0.002607	0.997393	
Q8ZD91	OTHER	0.000987	0.999013	
Q8ZD92	OTHER	0.315069	0.684931	
Q8ZD96	SP(Sec/SPI)	0.589634	0.410366	CS pos: 25-26. LGG-FL. Pr: 0.1832
Q8ZDC4	SP(Sec/SPI)	0.996608	0.003392	CS pos: 21-22. AFA-AD. Pr: 0.8996
Q8ZDC6	OTHER	0.000614	0.999386	
Q8ZDF0	OTHER	0.003624	0.996376	
Q8ZDF8	OTHER	0.000691	0.999309	
Q8ZDH1	OTHER	0.472565	0.527435	
Q8ZDP7	OTHER	0.001129	0.998871	
Q8ZDW6	OTHER	0.001108	0.998892	
Q8ZDW7	OTHER	0.000726	0.999274	
Q8ZDW8	OTHER	0.000521	0.999479	
Q8ZDX2	OTHER	0.000350	0.999650	
Q8ZDX4	OTHER	0.013968	0.986032	
Q8ZDZ8	OTHER	0.257399	0.742601	
Q8ZE65	SP(Sec/SPI)	0.996824	0.003176	CS pos: 21-22. AFA-AD. Pr: 0.9183
Q8ZE81	OTHER	0.000485	0.999515	
Q8ZEB3	OTHER	0.007087	0.992913	
Q8ZEC8	OTHER	0.005218	0.994782	
Q8ZED4	OTHER	0.026780	0.973220	
Q8ZED8	OTHER	0.000751	0.999249	
Q8ZEH0	OTHER	0.001603	0.998397	
Q8ZEH5	OTHER	0.005136	0.994864	
Q8ZEL7	OTHER	0.322802	0.677198	
Q8ZEM1	OTHER	0.020754	0.979246	
Q8ZES5	OTHER	0.001149	0.998851	
Q8ZES7	OTHER	0.000833	0.999167	
Q8ZEU2	SP(Sec/SPI)	0.850696	0.149304	CS pos: 28-29. ASA-AV. Pr: 0.7100
Q8ZEU8	OTHER	0.001052	0.998948	
Q8ZEV5	OTHER	0.004175	0.995825	
Q8ZEV7	OTHER	0.005823	0.994177	
Q8ZEW3	OTHER	0.001136	0.998864	
Q8ZEW6	OTHER	0.004506	0.995494	
Q8ZEX8	OTHER	0.000818	0.999182	
Q8ZEY0	SP(Sec/SPI)	0.905003	0.094997	CS pos: 28-29. VSK-GP. Pr: 0.2550
Q8ZF73	OTHER	0.000582	0.999418	
Q8ZF85	OTHER	0.002176	0.997824	
Q8ZFB1	SP(Sec/SPI)	0.997533	0.002467	CS pos: 23-24. ASA-ER. Pr: 0.9749
Q8ZFD5	SP(Sec/SPI)	0.999438	0.000562	CS pos: 23-24. VHA-QE. Pr: 0.9904
Q8ZFF8	SP(Sec/SPI)	0.725678	0.274322	CS pos: 19-20. AFA-AS. Pr: 0.6616
Q8ZFJ7	OTHER	0.055603	0.944397	
Q8ZFJ9	OTHER	0.001852	0.998148	
Q8ZFQ6	OTHER	0.055394	0.944606	
Q8ZFT9	OTHER	0.002826	0.997174	
Q8ZFW5	OTHER	0.000232	0.999768	
Q8ZFX6	OTHER	0.001595	0.998405	
Q8ZFX9	OTHER	0.002070	0.997930	
Q8ZG65	OTHER	0.000958	0.999042	
Q8ZG71	OTHER	0.001882	0.998118	
Q8ZG78	OTHER	0.000857	0.999143	
Q8ZGB1	OTHER	0.000690	0.999310	
Q8ZGC3	OTHER	0.120342	0.879658	
Q8ZGC6	SP(Sec/SPI)	0.996596	0.003404	CS pos: 21-22. ALA-DA. Pr: 0.4479
Q8ZGD5	OTHER	0.000471	0.999529	
Q8ZGH1	OTHER	0.018126	0.981874	
Q8ZGK7	OTHER	0.000295	0.999705	
Q8ZGK8	OTHER	0.000371	0.999629	
Q8ZGM4	OTHER	0.001181	0.998819	
Q8ZGM5	OTHER	0.000263	0.999737	
Q8ZGS0	SP(Sec/SPI)	0.996365	0.003635	CS pos: 21-22. AIA-DT. Pr: 0.6195
Q8ZGS9	OTHER	0.001740	0.998260	
Q8ZGV8	OTHER	0.001225	0.998775	
Q8ZGX4	OTHER	0.001178	0.998822	
Q8ZGY6	OTHER	0.029697	0.970303	
Q8ZGZ1	SP(Sec/SPI)	0.993243	0.006757	CS pos: 21-22. LHA-EV. Pr: 0.8821
Q8ZH14	OTHER	0.001199	0.998801	
Q8ZH39	OTHER	0.005411	0.994589	
Q8ZH40	SP(Sec/SPI)	0.902470	0.097530	CS pos: 23-24. VGC-GP. Pr: 0.6764
Q8ZH50	OTHER	0.001702	0.998298	
Q8ZH55	OTHER	0.002275	0.997725	
Q8ZH56	OTHER	0.003675	0.996325	
Q8ZH58	SP(Sec/SPI)	0.984175	0.015825	CS pos: 20-21. VYG-AD. Pr: 0.8800
Q8ZH63	OTHER	0.001132	0.998868	
Q8ZH65	OTHER	0.002009	0.997991	
Q8ZH66	OTHER	0.001089	0.998911	
Q8ZH86	OTHER	0.001097	0.998903	
Q8ZH96	OTHER	0.001085	0.998915	
Q8ZHE7	OTHER	0.000894	0.999106	
Q8ZHF1	OTHER	0.001451	0.998549	
Q8ZHG0	OTHER	0.003215	0.996785	
Q8ZHG2	OTHER	0.001904	0.998096	
Q8ZHG6	OTHER	0.003788	0.996212	
Q8ZHH6	OTHER	0.136277	0.863723	
Q8ZHI6	OTHER	0.000779	0.999221	
Q8ZHI7	OTHER	0.000770	0.999230	
Q8ZHJ5	OTHER	0.000492	0.999508	
Q8ZHK4	OTHER	0.000708	0.999292	
Q8ZHU5	OTHER	0.001054	0.998946	
Q8ZHU8	OTHER	0.001057	0.998943	
Q8ZHV0	OTHER	0.000659	0.999341	
Q8ZHZ4	SP(Sec/SPI)	0.997054	0.002946	CS pos: 25-26. ASA-QP. Pr: 0.9567
Q8ZHZ5	SP(Sec/SPI)	0.989002	0.010998	CS pos: 17-18. CGC-ES. Pr: 0.5178
Q8ZIC5	OTHER	0.001086	0.998914	
Q8ZIC6	OTHER	0.001198	0.998802	
Q8ZIE1	OTHER	0.369082	0.630918	
Q8ZIF7	OTHER	0.000588	0.999412	
Q8ZIF8	OTHER	0.001515	0.998485	
Q8ZIH1	OTHER	0.013811	0.986189	
Q8ZIK3	SP(Sec/SPI)	0.988345	0.011655	CS pos: 24-25. TLA-DL. Pr: 0.8778
Q8ZIK7	OTHER	0.001369	0.998631	
Q8ZIM3	OTHER	0.000644	0.999356	
Q8ZIQ1	OTHER	0.285571	0.714429	
Q8ZIR0	OTHER	0.001386	0.998614	
Q8ZIW4	OTHER	0.001809	0.998191	
Q8ZIW9	OTHER	0.000439	0.999561	
Q8ZIX7	OTHER	0.003128	0.996872	
Q8ZIX8	OTHER	0.003156	0.996844	
Q8ZIY0	OTHER	0.000271	0.999729	
Q8ZIZ8	OTHER	0.248742	0.751258	
Q8ZIZ9	OTHER	0.003434	0.996566	
Q8ZJ00	OTHER	0.002318	0.997682	
Q8ZJ73	SP(Sec/SPI)	0.872668	0.127332	CS pos: 20-21. AQA-EA. Pr: 0.4927
Q8ZJ79	OTHER	0.000634	0.999366	
Q8ZJ80	OTHER	0.000898	0.999102	
Q8ZJ83	OTHER	0.002915	0.997085	
Q8ZJ88	OTHER	0.000536	0.999464	
Q8ZJ89	OTHER	0.000524	0.999476	
Q8ZJ90	OTHER	0.005930	0.994070	
Q8ZJ91	OTHER	0.002884	0.997116	
Q8ZJ93	OTHER	0.001264	0.998736	
Q8ZJ95	OTHER	0.001094	0.998906	
Q8ZJ96	OTHER	0.000583	0.999417	
Q8ZJ98	OTHER	0.000667	0.999333	
Q8ZJ99	OTHER	0.000329	0.999671	
Q8ZJA0	OTHER	0.000545	0.999455	
Q8ZJA1	OTHER	0.000401	0.999599	
Q8ZJA3	OTHER	0.000516	0.999484	
Q8ZJA4	OTHER	0.000374	0.999626	
Q8ZJA5	OTHER	0.000660	0.999340	
Q8ZJA6	OTHER	0.001131	0.998869	
Q8ZJA7	OTHER	0.000255	0.999745	
Q8ZJA8	OTHER	0.000713	0.999287	
Q8ZJA9	OTHER	0.002134	0.997866	
Q8ZJB3	OTHER	0.001156	0.998844	
Q8ZJB4	OTHER	0.000846	0.999154	
Q8ZJB5	OTHER	0.000900	0.999100	
Q8ZJB6	OTHER	0.001532	0.998468	
Q8ZJB7	OTHER	0.004661	0.995339	
Q8ZJB8	OTHER	0.030063	0.969937	
Q8ZJC1	OTHER	0.000499	0.999501	
Q8ZJC4	OTHER	0.277802	0.722198	
Q8ZJE6	OTHER	0.009404	0.990596	
Q8ZJG8	OTHER	0.001029	0.998971	
Q8ZJH2	OTHER	0.000335	0.999665	
Q8ZJI0	OTHER	0.003981	0.996019	
Q8ZJI8	OTHER	0.000382	0.999618	
Q8ZJJ5	OTHER	0.000378	0.999622	
Q8ZJJ7	OTHER	0.000904	0.999096	
Q8ZJM7	OTHER	0.000497	0.999503	
Q8ZJP1	OTHER	0.000382	0.999618	
Q8ZJP2	OTHER	0.000436	0.999564	
Q8ZJP3	OTHER	0.000589	0.999411	
Q8ZJQ2	OTHER	0.002133	0.997867	
Q8ZJQ3	OTHER	0.000343	0.999657	
Q8ZJR1	OTHER	0.000554	0.999446	
Q8ZJR9	OTHER	0.000535	0.999465	
Q8ZJS0	OTHER	0.000978	0.999022	
Q8ZJT0	OTHER	0.037209	0.962791	
Q8ZJT2	OTHER	0.030104	0.969896	
Q8ZJT3	OTHER	0.000711	0.999289	
Q9L6X9	OTHER	0.000504	0.999496	
Q9R323	OTHER	0.000905	0.999095	
Q9R3Z4	OTHER	0.001733	0.998267	
Q9R7V3	OTHER	0.003732	0.996268	
Q9RCC3	OTHER	0.001052	0.998948	
Q9RI13	OTHER	0.002062	0.997938	
Q9X5X6	OTHER	0.079924	0.920076	
Q9X6B1	SP(Sec/SPI)	0.981796	0.018204	CS pos: 21-22. TFA-AS. Pr: 0.8358
Q9X6B3	OTHER	0.001289	0.998711	
Q9X6B5	OTHER	0.003116	0.996884	
Q9XBV2	SP(Sec/SPI)	0.998000	0.002000	CS pos: 19-20. VTA-AQ. Pr: 0.6168
Q9Z373	OTHER	0.002775	0.997225	
Q9Z375	OTHER	0.056243	0.943757	
Q9ZC30	SP(Sec/SPI)	0.992757	0.007243	CS pos: 23-24. SSA-AD. Pr: 0.6835
Q9ZC49	OTHER	0.000678	0.999322	
Q9ZC62	OTHER	0.001749	0.998251	
Q9ZC64	OTHER	0.208737	0.791263	
Q9ZC68	OTHER	0.007216	0.992784	
Q9ZC75	OTHER	0.000805	0.999195	
Q9ZFR5	OTHER	0.001470	0.998530	
Q9ZFR7	OTHER	0.002959	0.997041	
Q9ZFR8	OTHER	0.001770	0.998230	
Q9ZGW3	OTHER	0.000489	0.999511	
A0A0H2W098	OTHER	0.001434	0.998566	
A0A0H2W0I2	OTHER	0.066951	0.933049	
A0A0H2W0V1	OTHER	0.000548	0.999452	
A0A0H2W0W1	OTHER	0.038313	0.961687	
A0A0H2W0Z5	OTHER	0.000425	0.999575	
A0A0H2W112	OTHER	0.001485	0.998515	
A0A0H2W133	OTHER	0.000838	0.999162	
A0A0H2W174	OTHER	0.004401	0.995599	
A0A0H2W184	OTHER	0.001906	0.998094	
A0A0H2W1B0	OTHER	0.000646	0.999354	
A0A0H2W1D0	OTHER	0.001846	0.998154	
A0A0H2W1J5	OTHER	0.001213	0.998787	
A0A0H2W1J6	OTHER	0.000773	0.999227	
A0A0H2W1K7	OTHER	0.012597	0.987403	
A0A0H2W1L1	OTHER	0.002277	0.997723	
A0A0H2W1Q2	OTHER	0.481976	0.518024	
A0A0H2W1Q5	OTHER	0.002071	0.997929	
A0A0H2W1Q7	OTHER	0.002263	0.997737	
A0A0H2W1S9	OTHER	0.000958	0.999042	
A0A0H2W1T4	OTHER	0.088985	0.911015	
A0A0H2W1U6	OTHER	0.002273	0.997727	
A0A0H2W1V1	OTHER	0.000718	0.999282	
A0A0H2W1V6	OTHER	0.001245	0.998755	
A0A0H2W1W1	OTHER	0.034625	0.965375	
A0A0H2W1X2	OTHER	0.001098	0.998902	
A0A0H2W1X7	SP(Sec/SPI)	0.576930	0.423070	CS pos: 32-33. TIA-NV. Pr: 0.2559
A0A0H2W203	OTHER	0.063222	0.936778	
A0A0H2W206	SP(Sec/SPI)	0.944874	0.055126	CS pos: 21-22. AHS-SP. Pr: 0.4897
A0A0H2W209	OTHER	0.005490	0.994510	
A0A0H2W228	OTHER	0.001086	0.998914	
A0A0H2W240	OTHER	0.005583	0.994417	
A0A0H2W295	OTHER	0.013093	0.986907	
A0A0H2W2G1	OTHER	0.000652	0.999348	
A0A0H2W2G5	OTHER	0.002039	0.997961	
A0A0H2W2J9	OTHER	0.003550	0.996450	
A0A0H2W2K2	OTHER	0.119853	0.880147	
A0A0H2W2L1	OTHER	0.001215	0.998785	
A0A0H2W2M5	SP(Sec/SPI)	0.993019	0.006981	CS pos: 19-20. VFA-EQ. Pr: 0.9414
A0A0H2W2N2	OTHER	0.000935	0.999065	
A0A0H2W2S4	OTHER	0.001006	0.998994	
A0A0H2W2X2	OTHER	0.000644	0.999356	
A0A0H2W2Y7	OTHER	0.000427	0.999573	
A0A0H2W2Z9	OTHER	0.000566	0.999434	
A0A0H2W308	OTHER	0.119197	0.880803	
A0A0H2W311	OTHER	0.000601	0.999399	
A0A0H2W332	SP(Sec/SPI)	0.948280	0.051720	CS pos: 24-25. VFA-DV. Pr: 0.9309
A0A0H2W336	OTHER	0.107464	0.892536	
A0A0H2W374	OTHER	0.002522	0.997478	
A0A0H2W379	OTHER	0.013003	0.986997	
A0A0H2W380	OTHER	0.000471	0.999529	
A0A0H2W3A5	OTHER	0.005276	0.994724	
A0A0H2W3A9	SP(Sec/SPI)	0.911085	0.088915	CS pos: 28-29. AQA-AE. Pr: 0.5644
A0A0H2W3B5	SP(Sec/SPI)	0.956004	0.043996	CS pos: 30-31. LHA-AE. Pr: 0.8712
A0A0H2W3B8	OTHER	0.011489	0.988511	
A0A0H2W3G1	SP(Sec/SPI)	0.902960	0.097040	CS pos: 24-25. LHA-AV. Pr: 0.7307
A0A0H2W3H2	OTHER	0.032547	0.967453	
A0A0H2W3I0	OTHER	0.002441	0.997559	
A0A0H2W3J1	OTHER	0.000669	0.999331	
A0A0H2W3T0	OTHER	0.002536	0.997464	
A0A0H2W3Z0	OTHER	0.006254	0.993746	
A0A0H2W3Z6	OTHER	0.001122	0.998878	
A0A0H2W443	OTHER	0.000551	0.999449	
A0A0H2W457	SP(Sec/SPI)	0.987584	0.012416	CS pos: 22-23. VSA-CA. Pr: 0.4395
A0A0H2W483	OTHER	0.000456	0.999544	
A0A0H2W487	OTHER	0.004162	0.995838	
A0A0H2W489	OTHER	0.000489	0.999511	
A0A0H2W496	OTHER	0.000797	0.999203	
A0A0H2W4E2	SP(Sec/SPI)	0.605735	0.394265	CS pos: 22-23. ISA-LS. Pr: 0.4087
A0A0H2W4H2	OTHER	0.013944	0.986056	
A0A0H2W4Q7	OTHER	0.003791	0.996209	
A0A0H2W4R5	OTHER	0.001530	0.998470	
A0A0H2W4S3	OTHER	0.001015	0.998985	
A0A0H2W4V6	OTHER	0.014206	0.985794	
A0A0H2W4Z5	OTHER	0.214037	0.785963	
A0A0H2W531	SP(Sec/SPI)	0.538145	0.461855	CS pos: 25-26. SHA-AR. Pr: 0.2513
A0A0H2W560	SP(Sec/SPI)	0.993897	0.006103	CS pos: 19-20. CSG-MN. Pr: 0.7930
A0A0H2W5A0	OTHER	0.001192	0.998808	
A0A0H2W5A4	OTHER	0.279704	0.720296	
A0A0H2W5B3	OTHER	0.001743	0.998257	
A0A0H2W5B7	OTHER	0.003223	0.996777	
A0A0H2W5E5	OTHER	0.001334	0.998666	
A0A0H2W5G6	OTHER	0.002535	0.997465	
A0A0H2W5H8	OTHER	0.005464	0.994536	
A0A0H2W5J1	OTHER	0.028202	0.971798	
A0A0H2W5K7	OTHER	0.000363	0.999637	
A0A0H2W5M8	OTHER	0.001066	0.998934	
A0A0H2W5N0	OTHER	0.000710	0.999290	
A0A0H2W5P2	SP(Sec/SPI)	0.689804	0.310196	CS pos: 28-29. SDG-HD. Pr: 0.3500
A0A0H2W5Q1	OTHER	0.000629	0.999371	
A0A0H2W5T7	OTHER	0.032702	0.967298	
A0A0H2W5U2	OTHER	0.001316	0.998684	
A0A0H2W616	OTHER	0.131209	0.868791	
A0A0H2W636	OTHER	0.001091	0.998909	
A0A0H2W659	OTHER	0.001267	0.998733	
A0A0H2W673	OTHER	0.002635	0.997365	
A0A0H2W693	OTHER	0.001868	0.998132	
A0A0H2W694	OTHER	0.164663	0.835337	
A0A0H2W6D0	SP(Sec/SPI)	0.944780	0.055220	CS pos: 28-29. ANA-DS. Pr: 0.7412
A0A0H2W6E5	OTHER	0.000845	0.999155	
A0A0H2W6L3	OTHER	0.002401	0.997599	
A0A0H2W6N4	OTHER	0.008415	0.991585	
A0A0H2W6P7	OTHER	0.010133	0.989867	
A0A0H2W6S9	OTHER	0.036421	0.963579	
A0A0H2W6V9	OTHER	0.321841	0.678159	
A0A0H2W6W4	SP(Sec/SPI)	0.938541	0.061459	CS pos: 35-36. SFA-AL. Pr: 0.8222
A0A0H2W6W5	OTHER	0.000712	0.999288	
A0A0H2W6Z9	SP(Sec/SPI)	0.979288	0.020712	CS pos: 24-25. LQA-KE. Pr: 0.6518
A0A0H2W729	SP(Sec/SPI)	0.811258	0.188742	CS pos: 20-21. ISG-IL. Pr: 0.5490
A0A0H2W755	OTHER	0.007701	0.992299	
A0A0H2W796	OTHER	0.001019	0.998981	
A0A0H2W7A1	OTHER	0.001792	0.998208	
A0A0H2W7B4	OTHER	0.014667	0.985333	
A0A0H2W7B8	SP(Sec/SPI)	0.998705	0.001295	CS pos: 20-21. CWA-AT. Pr: 0.9657
A0A0H2W7E8	SP(Sec/SPI)	0.612909	0.387091	CS pos: 21-22. GGC-GM. Pr: 0.1970
A0A0H2W7J8	OTHER	0.000789	0.999211	
A0A0H2W7K6	SP(Sec/SPI)	0.978042	0.021958	CS pos: 20-21. AVA-VT. Pr: 0.7266
A0A0H2W7M1	OTHER	0.027500	0.972500	
A0A0H2W7M3	OTHER	0.000446	0.999554	
A0A0H2W7M6	OTHER	0.000958	0.999042	
A0A0H2W7S0	SP(Sec/SPI)	0.808284	0.191716	CS pos: 22-23. VNS-RS. Pr: 0.6769
A0A0H2W7S4	OTHER	0.052374	0.947626	
A0A0H2W7X9	OTHER	0.069237	0.930763	
A0A0H2W7Y5	OTHER	0.001379	0.998621	
A0A0H2W7Z2	SP(Sec/SPI)	0.877655	0.122345	CS pos: 22-23. LFA-QS. Pr: 0.5949
A0A0H2W7Z4	OTHER	0.003251	0.996749	
A0A0H2W807	OTHER	0.000936	0.999064	
A0A0H2W857	OTHER	0.013816	0.986184	
A0A0H2W875	OTHER	0.001465	0.998535	
A0A0H2W893	SP(Sec/SPI)	0.989514	0.010486	CS pos: 21-22. IQA-IA. Pr: 0.5821
A0A0H2W8A4	OTHER	0.000498	0.999502	
A0A0H2W8E2	OTHER	0.000314	0.999686	
A0A0H2W8G3	OTHER	0.000958	0.999042	
A0A0H2W8I2	SP(Sec/SPI)	0.912551	0.087449	CS pos: 26-27. VLA-ED. Pr: 0.8581
A0A0H2W8I7	SP(Sec/SPI)	0.984003	0.015997	CS pos: 25-26. VSA-AQ. Pr: 0.7771
A0A0H2W8N3	OTHER	0.027833	0.972167	
A0A0H2W8R7	OTHER	0.000533	0.999467	
A0A0H2W8W7	SP(Sec/SPI)	0.508390	0.491610	CS pos: 32-33. VEA-GW. Pr: 0.4749
A0A0H2W8W9	OTHER	0.003390	0.996610	
A0A0H2W909	SP(Sec/SPI)	0.986424	0.013576	CS pos: 24-25. CSG-AW. Pr: 0.5450
A0A0H2W912	OTHER	0.038793	0.961207	
A0A0H2W948	OTHER	0.002287	0.997713	
A0A0H2W983	OTHER	0.002032	0.997968	
A0A0H2W9A3	OTHER	0.017589	0.982411	
A0A0H2W9D0	OTHER	0.005498	0.994502	
A0A0H2W9I7	OTHER	0.013227	0.986773	
A0A0H2W9K2	OTHER	0.015294	0.984706	
A0A0H2W9S4	OTHER	0.002912	0.997088	
A0A0H2W9Z2	OTHER	0.000726	0.999274	
A0A0H2WA29	OTHER	0.001512	0.998488	
A0A0H2WA50	OTHER	0.000789	0.999211	
A0A1U8QFI4	OTHER	0.003296	0.996704	
A0A1U8QN96	OTHER	0.013101	0.986899	
A0A1U8QXX6	OTHER	0.015588	0.984412	
A0A2S9PAL4	OTHER	0.002129	0.997871	
A0A2S9PAL7	OTHER	0.014795	0.985205	
A0A2S9PAW4	OTHER	0.000284	0.999716	
A0A2S9PAW8	OTHER	0.000240	0.999760	
A0A2S9PAZ1	OTHER	0.001860	0.998140	
A0A2S9PB10	OTHER	0.084790	0.915210	
A0A2S9PB65	OTHER	0.000717	0.999283	
A0A2S9PBE2	OTHER	0.000713	0.999287	
A0A2S9PBF6	OTHER	0.001080	0.998920	
A0A2S9PBF8	OTHER	0.287903	0.712097	
A0A2S9PBJ0	OTHER	0.001083	0.998917	
A0A2S9PBP0	OTHER	0.003615	0.996385	
A0A2S9PBY6	OTHER	0.002735	0.997265	
A0A2S9PC87	OTHER	0.000438	0.999562	
A0A2S9PCJ0	OTHER	0.003138	0.996862	
A0A2S9PCS4	OTHER	0.001293	0.998707	
A0A2S9PCS7	OTHER	0.000306	0.999694	
A0A2S9PCT4	OTHER	0.005133	0.994867	
A0A2S9PD40	OTHER	0.002165	0.997835	
A0A2S9PDH1	OTHER	0.013996	0.986004	
A0A2S9PDP3	OTHER	0.001498	0.998502	
A0A2S9PDP4	OTHER	0.000545	0.999455	
A0A2S9PDR5	OTHER	0.001432	0.998568	
A0A2S9PDS6	OTHER	0.001588	0.998412	
A0A2S9PDW8	OTHER	0.000372	0.999628	
A0A2S9PE11	OTHER	0.005416	0.994584	
A0A2S9PE15	OTHER	0.007087	0.992913	
A0A2S9PE45	OTHER	0.001154	0.998846	
A0A2S9PEJ5	OTHER	0.002073	0.997927	
A0A2S9PFD5	OTHER	0.059484	0.940516	
A0A2S9PFL4	OTHER	0.000456	0.999544	
A0A2S9PFM0	OTHER	0.004783	0.995217	
A0A2S9PFN6	SP(Sec/SPI)	0.996086	0.003914	CS pos: 22-23. SHS-HG. Pr: 0.5660
A0A2S9PG06	OTHER	0.001738	0.998262	
A0A2S9PG25	OTHER	0.000451	0.999549	
A0A2S9PGH0	OTHER	0.007009	0.992991	
A0A2S9PGI9	OTHER	0.000980	0.999020	
A0A2S9PGK4	OTHER	0.114018	0.885982	
